group,subject,e,answer1,answer2,correct,rt_heard,rt_ans,correct_response,datetime,gender_pos,if_noize,length,list_used,live_row,practice,question,response,response_all_heard,response_time,response_time_all_heard,stimul_filler,stimuli,text,time_all_heard,time_answer,time_noize_screen_setup,time_show_question,time_stimuli_sound,type
young,15,2,Бархатный,Атласный,1,4845,1500,/,Tue May 21 17:16:44 2019,Adj,1,4336,1,4,yes,Какой был комбинезон?,/,space,1000,1375,t,323.wav,"Даша увидела дочку актрисы, одетую в красивый бархатный комбинезон.",204511,206391,201041,205891,201041,5
young,15,2,От мамы,От отца,1,6607,2375,/,Tue May 21 17:16:44 2019,Obj,1,3716,1,0,no,От кого Миша ждёт звонка?,/,space,1875,1709,f,352.wav,"Миша попросил маму позвонить ему, когда отец придет домой.",216759,218972,211861,218472,211861,7
young,15,2,На лестницу,На улицу,1,4967,1661,/,Tue May 21 17:16:44 2019,Loc,1,4336,1,1,no,Куда сосед вышел покурить?,/,space,1161,1521,f,319.wav,"Валера жаловался на жизнь соседу отца, вышедшему покурить на лестницу.",224558,226583,221112,226083,221112,5
young,15,2,Секретарша,Начальница,1,5120,1790,z,Tue May 21 17:16:44 2019,fem,1,4778,1,2,no,Кто наливает кофе на конференции?,z,space,1290,458,s,202.wav,"Николай встретил начальницу секретарши, наливающей всем кофе на конференции",232688,233650,228026,233150,228026,2
young,15,2,В школу,В институт,1,4096,1410,/,Tue May 21 17:16:44 2019,Loc,1,3421,1,3,no,Куда не пошел Митя?,/,space,910,1815,f,341.wav,"Митя не пошел в школу, потому что не сделал домашнее задание.",237492,239811,235211,239311,235211,7
young,15,2,Бизнесмен,Шофер,0,5590,2621,z,Tue May 21 17:16:44 2019,men,1,4660,1,4,no,Кто подвез клиентов до аэропорта?,/,space,2121,994,s,264.wav,"Лиза созвонилась с шофером бизнесмена, подвозившего клиентов до аэропорта",245588,247086,240992,246586,240992,4
young,15,2,Внуку,Сыну,1,5107,2941,/,Tue May 21 17:16:44 2019,Obj,1,3687,1,5,no,Кому соседи купили велосипед?,/,space,2440,1610,f,358.wav,Наши соседи купили старшему внуку горный велосипед.,252986,255101,249489,254600,249489,7
young,15,2,У соседей,У детей,1,3741,2400,z,Tue May 21 17:16:44 2019,Loc,1,3156,1,6,no,У кого громко играла музыка?,z,space,1900,1446,f,340.wav,Дети долго не могли уснуть из-за шумной музыки у соседей.,260107,262057,257812,261557,257812,7
young,15,2,В волейбол,В баскетбол,1,5658,1642,z,Tue May 21 17:16:44 2019,Subj,1,4306,1,7,no,Во что играла сестра?,z,space,1142,2167,f,326.wav,"Кристина недолюбливала учительницу сестры, игравшей в волейбол по выходным.",267726,270397,264235,269897,264235,6
young,15,2,Розовая,Голубая,1,3656,1641,z,Tue May 21 17:16:44 2019,Adj,1,3156,1,8,no,Какая кофта была на кукле?,z,space,1141,1342,f,336.wav,Мама купила дочке большую куклу в розовой кофте.,274141,275987,271827,275487,271827,7
young,15,2,Ножом,Вилкой,1,3300,1434,/,Tue May 21 17:16:44 2019,Obj,1,3362,1,9,no,Чем Вася проткнул коробку?,/,space,934,979,f,357.wav,Вася случайно проткнул ножом коробку для подарка.,279733,281216,277412,280716,277412,7
young,15,2,Быстро,Нескоро,1,5274,1909,z,Tue May 21 17:16:44 2019,Manner,1,3952,1,10,no,Как собаки нашли преступника?,z,space,1408,516,f,346.wav,"Четыре собаки, пущенные по следу, быстро нашли преступника.",287213,288234,282455,287733,282455,7
young,15,2,Шпаргалки,Задание,1,5914,1632,/,Tue May 21 17:16:44 2019,Obj,1,4631,1,11,no,Что подготовили десятиклассники?,/,space,1132,1245,f,362.wav,Десятиклассники совместными усилиями подготовили шпаргалки по геометрии.,294605,296354,289936,295854,289936,7
young,15,2,Серый,Рыжий,1,5080,1448,z,Tue May 21 17:16:44 2019,Adj,1,4424,1,12,no,Какого цвета был кот?,z,space,948,1589,f,338.wav,Лена забрала домой бездомного серого кота и напоила его молоком.,301258,303351,297767,302851,297767,7
young,15,2,Графиня,Садовница,1,6375,2087,z,Tue May 21 17:16:44 2019,fem,1,3923,1,13,no,Кто владел большим поместьем?,z,space,1587,1681,s,238.wav,"Петр не узнал садовницу графини, владеющей большим поместьем",309275,311461,304581,310961,304581,2
young,15,2,Руку,Ногу,1,5427,1530,z,Tue May 21 17:16:44 2019,Obj,1,5044,1,14,no,Что сломала парашютистка?,z,space,1029,776,f,324.wav,"Марина взяла интервью у матери парашютистки, сломавшей руку при последнем прыжке.",317977,319258,313327,318757,313326,6
young,15,2,В библиотеке,В магазине,1,5769,1834,/,Tue May 21 17:16:44 2019,Loc,1,5663,1,15,no,Где Илья увидел сестру писательницы?,/,space,1334,1163,f,329.wav,"В библиотеке Илья заметил сестру писательницы, опубликовавшей много известных книг.",325165,326833,320559,326333,320559,6
young,15,2,Недавно,Давно,1,4302,1496,/,Tue May 21 17:16:44 2019,Time,1,4129,1,16,no,Когда дочь поступила в университет?,/,space,996,853,f,331.wav,"Мы недолюбливаем подругу дочери, недавно поступившей в университет.",331883,333240,328434,332740,328434,6
young,15,2,Руководительница,Стажёрка,0,5081,4158,z,Tue May 21 17:16:44 2019,fem,1,4955,1,17,no,Кто распорядился отремонтировать помещение?,/,space,3657,481,s,229.wav,"Нина знала руководительницу стажёрки, распорядившуюся отремонтировать помещение",339099,340085,334499,339584,334499,1
young,15,2,На речку,На озеро,1,4960,1553,z,Tue May 21 17:16:44 2019,Loc,1,4896,1,18,no,Куда ездили ребята?,z,space,1053,340,f,343.wav,Деревенские ребята каждый день ездили на речку на велосипедах и ловили там рыбу.,348624,349468,344004,348968,344004,7
young,15,2,Мише,Ване,1,4823,1581,/,Tue May 21 17:16:44 2019,Obj,1,4690,1,19,no,Кому помогала Аня?,/,space,1081,230,f,363.wav,Аня очень любила Мишу и часто помогала ему с домашними заданиями.,355392,356127,350799,355627,350799,7
young,15,2,Троллейбусы,Автобусы,1,6023,1845,/,Tue May 21 17:16:44 2019,Subj,1,5869,1,20,no,Какой транспорт не ходил?,/,space,1345,1394,f,367.wav,"Поскольку из-за снегопада не ходили троллейбусы, жителям пришлось добираться до метро пешком.",362134,364033,357505,363533,357505,7
young,15,2,Модель,Визажистка,1,5191,2548,z,Tue May 21 17:16:44 2019,fem,1,4695,1,21,no,Кто красит многих известных актрис?,z,space,2048,597,s,216.wav,"Катя похвалила визажистку модели, красящей многих известных актрис",370249,371349,365655,370849,365655,4
young,15,2,Косметики,Одежды,1,3770,1190,/,Tue May 21 17:16:44 2019,Obj,1,3244,1,22,no,Чего много у подруги?,/,space,690,1394,f,355.wav,У моей лучшей подруги много качественной косметики.,382984,384882,380608,384382,380608,7
young,15,2,Двадцать,Двенадцать,1,6165,2606,/,Tue May 21 17:16:44 2019,Num,1,5014,1,23,no,Сколько лет исполнилось подруге сестры?,/,space,2106,1549,f,321.wav,"Костя подарил тюльпаны подруге сестры, отмечавшей свой двадцатый день рождения.",390451,392505,385835,392005,385835,5
young,15,2,Роман,Повесть,1,4890,1969,/,Tue May 21 17:16:44 2019,Subj,1,4719,1,24,no,Какое произведение недавно издано?,/,space,1469,210,f,317.wav,"Мы хотели поговорить с агентом писателя, объявившем о выходе нового романа.",399574,400289,394894,399789,394894,5
young,15,2,Подругу,Бабушку,1,4657,1763,/,Tue May 21 17:16:44 2019,Obj,1,3923,1,25,no,Кого задела Кристина?,/,space,1263,46,f,315.wav,"Кристина нечаянно задела подругу именинницы, говорившую тост.",406637,407189,402027,406689,402026,5
young,15,2,Ребёнок,Воспитатель,0,4916,5276,z,Tue May 21 17:16:44 2019,men,1,4395,1,26,no,Кто работал в частном детском саду?,/,space,4775,1423,s,300.wav,"Олег подмигнул воспитателю ребёнка, работающего в частном детском саду",412234,414162,408741,413661,408741,4
